cleaned_text,label,intensity
saved ordering risk life . n't panic stayed calm rescued .,fear,0.54
n't know expect brendon 's video lmao la devotee video got shook # panic,fear,0.54
side note self medicating ? 's helping burying anxiety manifest another way . heart disease ?,fear,0.54
"addition fiction , wish luck research paper semester . - pages , oh boy .",fear,0.54
"yeah , # uk quite # bully",fear,0.536
"# trump # afraid big , bad # hillary . # election # presidentialdebate # presidentialelection # orangehitler # skip # hide # coward # fear",fear,0.531
# bb michelle crying # shocking # bitter 's 😢 # teamnicole,fear,0.521
best moto gp loosing talented rider # shocking,fear,0.521
"people ’ deepest passions often scare much admit , even .",fear,0.521
vote # killary like sticking knife toaster # shocking # makeamericagreatagain,fear,0.521
"wait , n't get case ass donald trump called terrorism facts ? guess 's ok",fear,0.521
says gets reelected ..... # # afraid,fear,0.521
understand fear factor support company wants reduce status needy satellite ..,fear,0.521
man utd shambles horrific 😭😭😭,fear,0.521
"false alarm , 's coming today 😞",fear,0.521
years today marks anniversary horrid westgate attack nairobi . heart us lost family & amp ; friends🕯,fear,0.521
damnnit ! gon na pts shy chiefs rewards getting post game photo .,fear,0.521
americans think media nothing government propaganda bs . # lies # control # bs # riggedsystem # garbage # oreillyfactor,fear,0.521
val 's 'soggy bottom ' face haunt . stay strong v-dog !,fear,0.521
dread pitt,fear,0.521
"mine good rn , gon na horrid next week",fear,0.521
come running back saying much miss cower away acc try friendship 👍🏼,fear,0.521
u gave laura much constructive criticism blocked u 'lazy give hope retire ' heather # bully,fear,0.521
life became concern irrelevant ass people 'll never know,fear,0.521
"guy comes train smells like mixture damp dog , old sweat sewage works ! ! ! ! # gross # horrid # getoffthetrain # smelly",fear,0.521
god need new goal keeper ! ’ horrific .,fear,0.521
thought left part life behind me\nit 's back haunt every girl loves,fear,0.521
"hate n't start conversation , wo n't one .",fear,0.521
focusing primarily person ’ talking rather impression ’ making lessens social anxiety .,fear,0.521
"ca n't stop racism overnight . gun violence . terrorism . literally stop trump overnight . , like , let 's ? # imwithher",fear,0.521
# trump ’ ‘ make america great ’ plan exactly like first minutes # movie # childrenofmen.\n\n # cages # terrorism # refugees,fear,0.521
police credentials-you litigator . nothing more-no experience . # sad # trumppuppet # felon # jerseysale,fear,0.521
would suggest profile stop right wing terror,fear,0.521
new campaign slogan idea ... ' know ? ' # bully # trump # yourefired # deflect,fear,0.521
"surprised unf , getting partially sighted mum & amp ; pushchair trains nightmare # ignorantpublic",fear,0.521
u got b kidding . anu firm responded sent contact details . # terrible # customerexperience,fear,0.521
've rooting since beginning # anxiety # bb,fear,0.521
've seen elder watching community hours honestly n't idea assignment .,fear,0.521
astounded respect blacks vote like human ? u talk towards . bigotry display !,fear,0.521
horrible track lakeside 😳😳😴😴,fear,0.521
"heard # alarm . time germany today # youfm , tg finally .. far far late . germany always late w uk artists ! ! 😡😠",fear,0.521
say third city kit fucking awful . someone nike wants shooting .,fear,0.521
awe ! ! ! # cnn bias n't care people money,fear,0.521
# hillaryclinton followers # nervous # berniesanders # millennials saying yes # woman # potus # jillstein # warmonger,fear,0.521
"\nwe ca n't forget past.but apprehend punish culprits past , going allow present slip away ?",fear,0.521
hope instinct reasoning human mind could kill . animal never knew despair .,fear,0.521
val type woman would dread bringing donation bake sale # gbbo,fear,0.521
canada driving force democracy freedom rights - instead help # dictator # misogyny # sharia # islam # terror # polygamy,fear,0.521
find less daunting know one person least !,fear,0.521
preordered pale ep ... would paid phone call ... would freaked said anything,fear,0.521
car rental made realize always use ! ! ! ! ! ! # disgusted,fear,0.521
stuck runway diverted fargo . continuously told mins past hours . food/water offered,fear,0.521
caballero 's passing remains absolutely dreadful see !,fear,0.52
nap day comfortable sleeping night 'll never comfortable # nightmare,fear,0.519
"maybe 'm cynical good , 'm afraid , way understand nigeria .",fear,0.517
"ah , grand old paradox fearing encroachment state loving unconditionally paid enforcers",fear,0.5
"part debunking # panic idea either physical symptom , negative thought , behavior begins vicious cycle . # cbtworks",fear,0.5
"never thought angry oompa loompa would boggart , . # boggart # presidenttrump",fear,0.5
# monster # monster view # fear,fear,0.5
two congressional hearings usa stopped financial aid pak asked prove enough stop terrorism n,fear,0.5
shy freshman year guy introduced asking spoke english,fear,0.5
roommate turns sink foot avoid germs guy says 'your roommate feet girl ? ! 'm sorry ' plz help,fear,0.5
still salty fire alarm morning .,fear,0.5
# terrorism destroyed easily # wholeworld came together great strength .. could destroy # fear # humanity ..,fear,0.5
'm scared coworkers going submit one 'wardrobe makeover ' shows . # fashion,fear,0.5
"# trump # afraid big , bad # hillary . # election # presidentialdebate # presidentialelection # orangehitler # skip # hide # coward",fear,0.5
"although war guise combating terrorism fact war poverty , ignorance stupidity .",fear,0.5
's afraid clowns ? ? ? \ncomment ....,fear,0.5
ronaldo shocking . 's tried skill twice 's nearly fallen times,fear,0.5
express deep concern suspension please reactivate . never violated t.roles,fear,0.5
last minute like watching horror show # gbbo 😥,fear,0.5
old lady cray cray # scared # bellaissocute # empire,fear,0.5
americans think media nothing government propaganda bs . # lies # control # bs # riggedsystem # distrust # garbage # oreillyfactor,fear,0.5
past 's mistakes- similar terror pretty remarkable .,fear,0.5
late night # thoughts . feeling .,fear,0.5
like quickie divorce # awful,fear,0.5
jk 'm loner really shy 😅,fear,0.5
wan na passion fear,fear,0.5
"problem right wing extremist terror groups n't given coverage , press interested",fear,0.5
monday face would punch # monday # horrible # face # punch # fight # joke # like # firstworldproblems # need # coffee # asap # follow,fear,0.5
"especially true impulsive , thin-skinned bully likes silence critics & amp ; opponents president . # voxconversations",fear,0.5
recently changed worst service 've ever encountered nearly require dna access anything . # awful 😩😩😩,fear,0.5
tips wifi terrible past week ? slow dropping continuously - nw calgary 😕,fear,0.5
sickness bug !,fear,0.5
"sure , ohio state terrible , ohio awful , etc , etc\n\nthese feelings began toldeo war \n\nso , maybe n't campaign ?",fear,0.5
hate black lady painting white internet laughs likes ... # badform # didntlaugh,fear,0.5
"# ntfc mourinho worried , bringing ibra rushford .",fear,0.5
"# tmobile # stores , # original # note # customer zero # results ... 's going guys ? # terrible # customerservice # hour # waittime",fear,0.5
going get copy 's cujo upcoming project ca n't talk yet . # horror # amwriting,fear,0.5
n't joke . # bully,fear,0.5
get called # shy means # considered.turn # negatives # positives quote # marniemccormack # womenintech,fear,0.5
"# tmobile # stores , # original # note # customer zero # results ... 's going guys ? # customerservice # hour # waittime",fear,0.5
imagine person spray tan ? # shudder,fear,0.491
think dating guys # nervous # bodybuilding # # followfollow megaphone xxx number nierstein,fear,0.481
well flipping great ! flipping standstill freeway ! # stepofftheledge # youvegottobekiddingme,fear,0.48
"sadness leaves broken bed , hold depths despair , 's name love 🎶",fear,0.479
"haha , horrific needs said . glad 'm away spain sat missing game 🍹🍕🍺☉☉",fear,0.479
n't tweet shit like ! 'll come back haunt like ones 😭😂,fear,0.479
omg heard dads alarm go really time,fear,0.479
feel horrible dealing 'players ' hots . news 're ? getting stuck uncooperative people !,fear,0.479
hate black lady painting white internet laughs likes ... # terrible # badform # didntlaugh,fear,0.479
feel strongly need work together right dreadful wrong .,fear,0.479
"missing th test match today , able witness like watching india # shy # indvsnz # thtest",fear,0.479
anyone else find 'anniversary windows update ' complete # nightmare,fear,0.479
# wtf allows # gym # bully # atmosphere ! # jumpship # nasty # atmosphere # unprofessional,fear,0.479
goes # alarm,fear,0.479
"# terribledebatequestions madame secretary , n't true russia behind terrorism ?",fear,0.479
penny dreadful temporada,fear,0.479
almost mutuals intimidated point still,fear,0.479
shameful distrust friends deceived,fear,0.479
police credentials-you litigator . nothing more-no experience. # sad # trumppuppet # felon # bully # jerseysale,fear,0.479
"door cleared throat , trying dispel nervousness left .",fear,0.479
termination rate . % got ta make things shake,fear,0.479
# india right reply # unga - # pakistan preaching human rights country global epicentre,fear,0.479
lmao person must hate bad talk shit behind anonymous account # awe / :,fear,0.479
thing scary -armed man trying scare someone fact feels arm good tryin scare someone,fear,0.479
farting hot car windows n't roll terrible . # gag # bresadvice,fear,0.479
confident bitches scare,fear,0.479
always thought empathetic 's becoming clear majority guys plain insensitive alarming degree,fear,0.479
ca n't believe rude cashier today returning item ! customer service slacking .,fear,0.479
go 😓,fear,0.479
# gadot please put left turn signal williams ivan allen jr blvd . absolutely ridiculous # atltraffic # horrible,fear,0.479
n't exactly ? took long ? # afraid # clintonmafia # congress,fear,0.479
"rhobh , want assume affair married criticize ! # awful",fear,0.479
zika # hoax files : deet part binary chemical weapon targeting brain : # toxin # neurological # uscitizens # insect # mammal,fear,0.479
start convo ... n't shy away .. mental illness abounds society including workplace ... informed ... # tsdoffsite,fear,0.479
# everything 've ever wanted awaits side # fear . # ifiwastheoppositesex # askaman,fear,0.479
"anytime gets near mic , someone needs smack w bat . # awful # marblesinmouth",fear,0.479
research determined % # laughter actually # anxiety .,fear,0.479
: hospital ! elouise 's waters gone ! # labour # littlesister # superexcited,fear,0.479
quite simply # worst # airline # worstairline 've ever used ! # appauling # dismal # beyondajoke # useless,fear,0.479
obama admin rejects texas plan refugees vetted terrorism texas pulls fed refugee resettlement program . aiding # terror .,fear,0.475
"make heart shake , bend break . '",fear,0.473
yet english pundits afraid criticise,fear,0.471
wishing rich didnt get morning # poor # sleepy # restless # sad # needsmoresleep,fear,0.469
ai n't serious . # houvsne # awful # igotbetterthingstodotonightthandie,fear,0.466
remember joey slagging england player 's bringing books crap tournaments .. .. crap player # bully,fear,0.461
"shock horror handicap dodger top 😂 close agg cup good , think pressure get mark🤔",fear,0.46
tired restless community . human tired asking change ignored .,fear,0.458
"rhobh , want assume affair married criticize !",fear,0.458
's call gameface ! # gameface # intimidate,fear,0.458
"annoys ortiz tribute , would oriole fans organization feel yanks ? # awful",fear,0.458
india wants # shake # hands # pakistan ..... usual pakistan # cheat every # indian \n\n .......... shameless pakistan,fear,0.458
one step long work # visa process . relief . onto next step . # expat # restless,fear,0.458
recording # fnaf facetime mum let know okay let high pitched scream 😂 # suchagirl,fear,0.458
obama admin rejects texas plan refugees vetted terrorism texas pulls fed refugee resettlement program . aiding .,fear,0.458
kind drive home work today # dailyfeels,fear,0.458
"election , fine vote rd party useless one . hesitate say 'd selfish ...",fear,0.458
"sat waiting bus today enveloped strawberry scented damp revolting cloud vape . moved away , disgusting , urghh",fear,0.458
blame manager watching players play ? 's abysmal . team dreadful . jose ca n't save us . no-one . # mufc,fear,0.458
broken policy ' # blasio & lt ; & gt ; # trump # giuliani 'broken windows ' part 'pecking order ' # bully politics # america resist # motto,fear,0.458
petrify fossil type way,fear,0.458
"texans played horrible . bad play calling , bad protection ball , bad coaching , bad defense , bad overall performance . # texans # horrible",fear,0.458
"'m eating sushi , 'm shaking",fear,0.458
"'ll gosh darn terrific check brown people . shucks , let 's make law say brown people .",fear,0.458
gerrard awful,fear,0.458
"charisma ? guess , like people looked coked speak 're school bully ?",fear,0.458
threaten pussy,fear,0.458
"finally started # homefronttherevolution , story gameplay ? ? ? # terrible # wasteofmoney",fear,0.458
like started college . horrific probably get better . n't give yet,fear,0.458
"jesus wept ! another rns # rusty quote 'price sensitive news , price sensitive news ' etc etc # ramping",fear,0.458
"maybe 's , 're asked study hard get job like . way would n't dreadful .",fear,0.458
# terrible cats . wow . # aflcatsswans,fear,0.458
worst customer service lack professionalism service provider ! # phoneprovider # badbusiness,fear,0.458
's fair say 's bit timid compared 've known see,fear,0.458
somebody needs tell staff reading cappuccino supposed thick layer foam coffee hot # awful,fear,0.458
would n't cross street piss server dire,fear,0.458
"walk darkness despondency , sc.verses 've memorized shine light heart . ex : lam : -",fear,0.458
someone come fright world w me🤗🤗,fear,0.458
gone make wan na start new shit today 😂😭,fear,0.458
wish kid . stressful part whether gabriella troy would get back together . # hsm,fear,0.458
u gave laura much constructive criticism blocked u 'lazy give hope retire ' heather,fear,0.458
disabled access pontefract monkhill ? # terrible,fear,0.458
"speech still mark . mention 'genocide ' , indian terrorism pak . planned speech .",fear,0.458
maybe break smaller bits ? space doesnt seem daunting ?,fear,0.458
irony protesting kind stuff orwellian nightmare think ’ fighting .,fear,0.458
☊focusing primarily person ’ talking rather impression ’ making lessens social anxiety .,fear,0.458
think . get fashion police involved . # shocking,fear,0.458
weeks problems week unbelievable -- guys even running regular buses ? # awful # solate,fear,0.456
mean “ like uber despair someone driver ',fear,0.455
'banter ' craigen sutton bt fucking horrid,fear,0.454
still waiting see make appearance next week - two months today ordered # badservice,fear,0.453
anyone spoils fucking shows haunt afterlife help god,fear,0.451
thank god feds raise rates . assume nervous world new employee form & amp ; safety net zilch,fear,0.45
's bowers . went drove evening # horrible,fear,0.447
sure lot say something n't even concern 😉,fear,0.44
another test tonight,fear,0.438
"hello ! \nthe bigger bully , crocodile tears . bullies always act like offended victims .",fear,0.438
unsubscribed times spam emails still coming ? stop emails # avanquest # software # terrible,fear,0.438
# thtest match would odi national colors # nightmare # hitter,fear,0.438
talking last week .. outside appearance ( ie . dread locks ) affect ability work ?,fear,0.438
tomorrow day cut dye hair ! 😳 # excited,fear,0.438
mos 😡 # shocking leads front 💪🏻,fear,0.438
"romero , rojo , blind , memphis , rooney . nearly starting line ’ wan na punch face rather shake hand .",fear,0.438
nadia bully ill expose,fear,0.438
likes # werewolves # horror # surfing ? breaker .,fear,0.438
"jus see ever anything pussy , u n't scare look u chill 😂😂😂",fear,0.438
"plus point , wo n't queue loos . plus points ? nope , ca n't think # sexism",fear,0.438
# shock # awe places # toddler manages get dinner .,fear,0.438
week 's massacre theatre pert first one think requires subtitles . # breathless,fear,0.438
ca n't bully niall impossible😙,fear,0.438
love new movie\n # blairwitch # blairwitchproject # horrormovies,fear,0.438
", # indians , hold heads high stay unafraid . # unga well-informed # pakistan 's # terrorism business deception .",fear,0.438
absolutely dire first half ca n't recall shot target . \n\nagainst accrington stanley .,fear,0.438
'the furries restless tonight ' .,fear,0.438
\nhi 🌷\nwhy always suspend isis hunters\n \n👉\n\nkindly please reinstate members\n * fights terrorism d/n,fear,0.438
"also helps majority nfl coaching inept . bill o'brien 's play calling wow , # awful ! # gopats",fear,0.438
's really alarming adult male calls father 'daddy ',fear,0.438
# monster # monster view,fear,0.438
make bully . sit room let look debo day .,fear,0.438
unsubscribed times spam emails still coming ? stop emails # avanquest # software,fear,0.438
hey turn kick - way go texans ! way go ! # texans # terrible # noheart,fear,0.438
"room would go russell howard , tom odell , michael buble ! ! ! # pants # nogood # dire",fear,0.438
'll okay n't worry,fear,0.438
". n't know patronus , n't think tell # shocking",fear,0.438
"# charlotte 's # young & amp ; # restless ; applaud ur fire bt always b respectful authority , police , elders , parents . violence , way 🙏🏽✌🏽️",fear,0.438
"guy comes train smells like mixture damp dog , old sweat sewage works ! ! ! ! # gross # getoffthetrain # smelly",fear,0.438
"school photo honestly horrid , look ew😅",fear,0.438
honestly friends bnc mean feeling # terrible hahaha,fear,0.438
"? cares ? cares tax forms , . believe terrorism jobs important .",fear,0.438
last years u.s. averaging terrorist attacks month . good debate topic . # trump # hillary,fear,0.438
worst 's 've attended worth one worst cons 've last years,fear,0.438
'd rather leave child,fear,0.438
heard panic ! disco ? kach-ing ! atm,fear,0.438
start 'get chris sutton tv campaign ? spread work # terrible # pundit # noclue,fear,0.433
"hmm , n't know many yf short confidence ! wish 'd one ,",fear,0.431
texting guy ' 'm ready sex ' considered flirting ? ' # shocking,fear,0.431
# gadot please put left turn signal williams ivan allen jr blvd . absolutely ridiculous # atltraffic,fear,0.424
"regardless , lets say permit . permit n't excuse allow threaten officer ( expressed implied ) w/ .",fear,0.423
really care like state would seriously address sensitivity training employees # awful,fear,0.42
horrible service . ewr . cloud sky . normal departure leaving pm . crappy # unitedairlines,fear,0.42
“ courage always rises every attempt intimidate me. ” \n-elizabeth bennett ( pride prejudice ) \n # quotes # courage # faceyourfears,fear,0.42
last years u.s. averaging terrorist attacks month . good debate topic . # trump # hillary # terror,fear,0.42
hennessey - dreadful . mutch - even pitch ? fryers - depth unfortunately . # cpfc,fear,0.417
nawaz sharif 's un start # सत्य_बोध_यात्रा # unga speech awaken world role sponsoring,fear,0.417
candy corn greatest candy world comes objectively terrible,fear,0.417
"let 's panic . beat nyg 's atop division , come home cleveland . like 're - division win",fear,0.417
alarm clock ringing morning n flatmate knocked door asked set anything fire 'm burning alive : ) : ) : ),fear,0.417
"sadly , enough names . whole farewell tour situation would make shy away good value b et .",fear,0.417
# goksfillyourhouseforfree retitled fill house old trash repainted ... # shocking # junk # trash,fear,0.417
"$ says teufel 'reassigned ' within organization next year , wish sooner ... # mets # thirdbasecoach # terrible # lgm",fear,0.417
's : . 'm hungry food .,fear,0.417
# awful service camden store yesterday . assistants thought important put clothes hangers serve .,fear,0.417
u got b kidding . anu firm responded sent contact details . # customerexperience,fear,0.417
disabled access pontefract monkhill ?,fear,0.417
# problem ? yes ! # something ? !,fear,0.417
source ! ! \n\n # mindset # philosophy # thoughtsbecomethings # news # lifehacks # fear # # life # pleasert # problemsolving,fear,0.417
something cyber bully would say,fear,0.417
fear best/beast product god/s . : ) # atheism # theism # bible # afraid # christianity # hell # heaven # purgatory # psychology # jesus,fear,0.417
never find exact # emoji 'm exact moment need,fear,0.417
stay jaded everyone # terrible,fear,0.417
mind always seems work best night # restless,fear,0.417
"lovely ! frightened , sure ! , wow !",fear,0.417
peanut butter ? ? ? ? kinda pervert ? ?,fear,0.417
"n't forget test yr # smoke # alarm , # carbon # monoxide # detector # batteries . could save # life . 🐈🐩 # lovinleeds",fear,0.417
courage cowardly dog like american horror story kids,fear,0.417
n't worry mans gave piece mind,fear,0.417
"$ says teufel 'reassigned ' within organization next year , wish sooner ... # mets # thirdbasecoach # lgm",fear,0.417
. 😭 last two out-bidded . got kinda discouraged taking sweet time . market stupid tho,fear,0.417
're busy # coding whole network manager # unityd based # steamworks networking . # gamedev # indiedev # amdeadtime # horror # game,fear,0.417
concept gay magazine feels like cover terrible people -because ’ gay voices- seems upside,fear,0.417
... speech . however mention foreign hand funding terrorism country . 👍\n # proudofyouprimeminister,fear,0.417
# partners willing # walk alongside without # intimidated . # whoisit # part # relationshift # clifemacon,fear,0.417
mary astounded concept leftover milk end cereal # gbbo,fear,0.417
could n't care less # gotham . n't watched since mid point season . # horrible,fear,0.417
# nobody # understand # advocate mean use # right # never # afraid # positive word . # powerful,fear,0.417
watched tna first time long time hell happened # hardyboys # impactonpop # wwe # terrible,fear,0.412
first take room wan na beat,fear,0.412
irony last republicans - likely watch fox news - distrust news media . yet ca n't see fox 's lies !,fear,0.409
"go . wild start , would n't surprised sweden wins game . much experience panic .",fear,0.4
"videos post , convinced might done # brendonati",fear,0.4
"team big bayern like play football , pitch fucking dreadful . certainly emirates pitch anyway .",fear,0.398
starting give fuck stopped fearing consequence,fear,0.396
"great defender , terrible positioning . n't know without russel shouting mins",fear,0.396
suspicion know ! !,fear,0.396
~ crushes kids ! like trix . \rhow bout full blown love makes quiver deep core ? e * = *,fear,0.396
"big , miss phantom dread syndrome ? dudes sick .",fear,0.396
check - scotland # gamer # youtuber # vlogger # designer # animator # artist . ty following wake # horror # horrorfilm,fear,0.396
"dreadful first half , mention rashford would 've got end couple balls # pace",fear,0.396
forgot plug phone overnight,fear,0.396
follow amazing australian author # fiction # horror # zombies # angels # demons # vampires # werewolves # follow # authorlove,fear,0.396
"aquila , ajahnae , euriechsa common besides ridiculously stupid , horrible , ugly , god awful names ? tracey father",fear,0.396
"like commercial , chocolate milk bender , steals soccer ball guys refuses give back . # bully",fear,0.396
"bad ... slash prices send refugee camps , like team gear lose championships . # awful",fear,0.396
# goksfillyourhouseforfree retitled fill house old trash repainted ... # junk # trash,fear,0.396
"musician , tell people get discouraged learning shitty instruments anything else .",fear,0.396
pussy weak heard stfu bitch . got threaten pregnant .,fear,0.396
flavour danish far better danish pastry daunting make !,fear,0.396
"plus point , wo n't queue loos . plus points ? nope , ca n't think # shocking # sexism",fear,0.396
halloween party coming soon ! # turnt # ruint # lit # firesauce # hotsauce # mildsauce # getsauced # champagnedreams # scary # kittens,fear,0.396
think shes afraid fight holly . one imagine goes head thinks cyborg # terror,fear,0.396
want start biker gang together gta online biker dlc comes ?,fear,0.396
kid pool yelling get foot ass . # shutup # parents # kids,fear,0.396
's never end / moment dire . / small spark hope / relight new fire .,fear,0.396
hate bakewell tart … anything tastes almond essence horrid ! # gbbo,fear,0.396
cyber bully,fear,0.396
# alarm preset # life # wakemeup,fear,0.396
"regret inconvenience caused . noted concern . get touch soon discuss . rgds , abhijit",fear,0.396
"shocking work ethic players , rooney stifled laziness",fear,0.396
"thanks getting back , exemplary customer service loyal customer # jk # awful # residentadvisor # poorservice",fear,0.396
"'kylie , know . wo n't take answer kind things ... ' * would smirk start crust . *",fear,0.396
think 's daunting fact typical offer grades . even though 's proven case exactly,fear,0.396
"liar bully president ? say every vote matter , well 'm sorry 'll get vote year",fear,0.396
good start day forgot set # alarm well 's # friday 😆,fear,0.396
"'s simple get two shots espresso 'grande , decaf , degrees soy americano extra foam ' # barista # nightmare",fear,0.396
read ot pauline epistles ? countless horrid rules,fear,0.396
"worry emphasis 'keeping family together ' guiding principle , due experiences",fear,0.396
": local habitation name.\nsuch tricks hath strong imagination , \nthat , would apprehend joy , \n # amndbots",fear,0.396
nigga horrible bro,fear,0.396
"going get new # horror movie # tattoo tonight , artist flaked rd time & amp ; said done tattooing !",fear,0.396
know specialise # anxiety # panic attacks ? get touch solutions . # coventry,fear,0.396
# bully make u feel like # bigman ? cos makes u # twat,fear,0.396
sure men handle woman 's got crap together . # intimidation # independent,fear,0.396
hesitate # live # dream unknown # fear actually exist . ' # aqeelsyed\n\n # lifeisbeautiful # livewithpurpose,fear,0.396
step comfort zone . \ngo risks.\nface things fear . \n\nthis life starts happen.\n\n # cpd,fear,0.396
"eric could n't help laugh , though made wince pain . hurt . lot . wanted sit somewhere —",fear,0.396
monday face would punch # monday # face # punch # fight # joke # like # firstworldproblems # need # coffee # asap # follow,fear,0.396
ap n't productive week st half gb kalil horrible ! strongest asset currently .,fear,0.396
wish kid . stressful part whether gabriella troy would get back together . # hsm # nightmare,fear,0.395
"n't think 'll hesitate run . last time checked , still 'accident forgiveness ' insurance policy ...",fear,0.391
"fear blocks blessings , faith unlocks . # manup # fear # faith",fear,0.388
"nervous couple days test results confirm life different whatsoever result two actors divorcing , phew !",fear,0.385
", airplane wifi ... ridiculous. # americanairlines # americanairlinessucks # aateam # horrible",fear,0.38
guy video 'm shaking,fear,0.375
got hours go back work # cantsleep # excited,fear,0.375
awe man 'm mad 'm sitting already cutting tulle ribbon already 😂,fear,0.375
important characteristic leadership lack . # activism # equity # revolution,fear,0.375
"texans played horrible . bad play calling , bad protection ball , bad coaching , bad defense , bad overall performance . # texans",fear,0.375
"transform hardship ( ) burning # desire succeed . never # fear # failure , without would # success . $ spx # fintech",fear,0.375
crossword puzzle oat meals solitary respecting flat portentous nutrient rootstock scruple failur ...,fear,0.375
"radio told lady gaga going country , like beatles decided opera singing final albums # awful",fear,0.375
\n\nstephen king never spoke left crushes # freespeech publishing world.\n\n # trump # scifi # ccot # p,fear,0.375
". love ! true . taught , fear illusion . # coaching # courage",fear,0.375
new play tonight ! pretty much blind run . played game maybe got levels . # rage,fear,0.375
kid pool yelling get foot ass . # shutup # parents # kids # horrible,fear,0.375
matty dawson scored ! ! ! ! ! # terrible,fear,0.375
lmao clown hair 'm going dread lmao,fear,0.375
saw someone discourage someone following dreams . want live mediocrity n't mean someone else .,fear,0.375
peanut butter ? ? ? ? kinda pervert ? ? # awful,fear,0.375
rojo terrible defender,fear,0.375
maybe new start always align end . # forward,fear,0.375
", profiling n't discourage ( september , ; : edt ) # trump # fail",fear,0.375
"'s always one song makes turn radio , 'd rather sit silence 😡",fear,0.375
oh god 's awful mine n't last long thank god . thank you\n xx,fear,0.375
nap day comfortable sleeping night 'll never comfortable,fear,0.375
season penny dreadful netflix ... well afternoon filled,fear,0.375
love new movie\n # blairwitch # blairwitchproject # horror # horrormovies,fear,0.375
joke pay data 'm spain text say 've used data # terrible service,fear,0.375
today dragged,fear,0.375
fosu-mensa nightmare minutes . difference premier league reserves league still wide,fear,0.375
really hate mel sue . think 're hilarious 're awful,fear,0.375
"bad ... slash prices send refugee camps , like team gear lose championships .",fear,0.375
offering moth warranty # pspro # truth # ripoff,fear,0.375
y'all remember mlb tried futuristic jersey # terrible,fear,0.375
thank u much ! finished another # mindfulness film called # release # anxiety - plz share !,fear,0.375
russian mistrust u.s well justified & amp ; precaution 've taken prudent .,fear,0.375
received order & amp ; chips cooked & amp ; half raw ! ! ! usually best part meal # notcool # terrible,fear,0.373
fear best/beast product god/s . : ) # atheism # theism # bible # christianity # hell # heaven # purgatory # psychology # jesus,fear,0.37
pretty sure golden ticket . get tour . make mistake . something horrific happen . good day sir .,fear,0.362
# picoftheday : ... ... really ... ! ! \n # funny # picoftheday # lol # random # laugh # chair # # despair # funnypics # virgin # cafe # ...,fear,0.362
want say : social media ’ # bully # stopbullying ! please kind eaxh ! # lovewins,fear,0.36
n't let behavior others destroy ur inner peace . ' -dalai lama # healing # depression # anxiety # intuition # meditation # book,fear,0.36
matty dawson scored ! ! ! ! !,fear,0.354
"fuck shy , 'm trying thighs .",fear,0.354
really care like state would seriously address sensitivity training employees,fear,0.354
's -terrible- ! 're going local fish/chip place kirribilli,fear,0.354
want saturday want good # lsat,fear,0.354
let 's refuse live # fear - # c $ %,fear,0.354
've used dey know alarm clock song throughout college # ripshawtylo,fear,0.354
"walk darkness despondency , sc.verses 've memorized shine light heart . ex : lam : - # despondency",fear,0.354
someone tells 're going 'tear apart ' say 'why tall ? ',fear,0.354
fav # movies # horror n't make like used . n't seen great one years,fear,0.354
"aberdeen st johnstone , let 's see punt furthest # awful",fear,0.354
"thank concern , computer , last name n't misspelled , 's weird",fear,0.354
new campaign slogan idea ... ' know ? ' # trump # yourefired # deflect,fear,0.354
're busy # coding whole network manager # unityd based # steamworks networking . # gamedev # indiedev # amdeadtime # game,fear,0.354
". love ! true . taught , fear illusion . # coaching # fear # courage",fear,0.354
bully,fear,0.354
oh get see 's # texastech playing tonight # texans # tnf # texansarebad # terrible,fear,0.354
... next hour waiting # ourgirl start ? !,fear,0.354
talksport sound like 's broadcasted someone 's basement # quality # amateurs,fear,0.354
"'s time . carry ginger candy , peppermint oil sea-bands times",fear,0.354
"okay , dead , , 'd come back lovingly haunt sweet asses",fear,0.354
# terrible paul deserved win ! ! ! # bbfail,fear,0.354
"im love , even bully sadly",fear,0.354
partisan social issues years back ; concern trolls center left chait far left,fear,0.354
anyyyyone wan na go fright fest friday night ? 👻,fear,0.354
"finally started # homefronttherevolution , story gameplay ? ? ? # wasteofmoney",fear,0.354
jeans fake pockets # horrible,fear,0.354
"# revitalize # clevelandhustles # daunting task , # hustle",fear,0.354
"chuckle shake head , 'no n't bug much . still going ask 's lot still n't --",fear,0.354
refs gt 's favor tonight .,fear,0.354
job interview loughborough next month ! ! !,fear,0.354
important characteristic leadership lack # fear . # activism # equity # revolution,fear,0.354
start 'get chris sutton tv campaign ? spread work # pundit # noclue,fear,0.354
"unless concern people figuring wtvr reason , n't see n't tweet things",fear,0.354
getting terrible download speeds fifa smh .,fear,0.354
one step long work # visa process . relief . onto next step . # expat,fear,0.354
n't know expect brendon 's video lmao la devotee video got shook,fear,0.354
# horror sites would interested writing guest article/review ? really craving literary outlet lately .,fear,0.354
yesterday finished watching penny dreadful beautiful things saw one question remains : writers 's fans ?,fear,0.354
ready sweet princess arrive . 'll weeks saturday ! # excited # nervous,fear,0.352
", words today # amwriting # horror # novel , 'magnitude ' total far . kish go .",fear,0.351
overtime ... # teamna # wch,fear,0.348
terrible freekick ...,fear,0.347
's funny hurry plenty time stop threaten people,fear,0.343
murdered mother # spookytv,fear,0.342
favorite # horror movie ? # ghosthunters,fear,0.342
's # dread . 's called # locks,fear,0.34
